237, 92, 129
238, 93, 128
238, 93, 127
238, 94, 125
239, 95, 124
239, 96, 123
239, 97, 121
240, 97, 120
240, 98, 119
240, 99, 117
241, 100, 116
241, 101, 114
241, 101, 113
241, 102, 111
242, 103, 110
242, 104, 108
242, 105, 107
242, 106, 105
243, 106, 103
243, 107, 102
243, 108, 100
243, 109, 98
243, 110, 97
243, 111, 95
244, 112, 93
244, 112, 91
244, 113, 89
244, 114, 87
244, 115, 85
244, 116, 83
244, 117, 80
244, 118, 78
244, 119, 76
244, 120, 73
245, 120, 71
245, 121, 68
245, 122, 65
245, 123, 62
245, 124, 59
245, 125, 56
245, 126, 53
245, 127, 49
244, 128, 45
244, 128, 40
244, 129, 35
244, 130, 29
244, 131, 27
243, 133, 28
242, 134, 30
241, 136, 31
240, 137, 33
239, 138, 34
238, 139, 35
237, 141, 37
236, 142, 38
235, 143, 39
234, 144, 40
233, 145, 41
232, 146, 42
232, 147, 43
231, 148, 44
230, 149, 45
229, 150, 46
229, 151, 46
228, 152, 47
227, 153, 48
227, 154, 49
226, 155, 50
225, 156, 50
225, 157, 51
224, 158, 52
224, 159, 53
223, 160, 53
222, 161, 54
222, 161, 55
221, 162, 55
221, 163, 56
220, 164, 57
220, 165, 57
219, 166, 58
219, 166, 59
218, 167, 59
218, 168, 60
217, 169, 61
217, 170, 61
216, 170, 62
216, 171, 62
215, 172, 63
215, 173, 64
214, 174, 64
214, 174, 65
213, 175, 65
213, 176, 66
212, 177, 67
212, 177, 67
211, 178, 68
211, 179, 69
210, 180, 69
210, 180, 70
209, 181, 70
209, 182, 71
208, 183, 72
208, 183, 72
207, 184, 73
207, 185, 74
206, 186, 74
206, 186, 75
205, 187, 75
205, 188, 76
204, 188, 77
204, 189, 77
203, 190, 78
203, 191, 79
202, 191, 79
202, 192, 80
201, 193, 81
201, 193, 82
200, 194, 82
199, 195, 83
199, 196, 84
198, 196, 84
198, 197, 85
197, 197, 86
196, 197, 85
194, 197, 85
193, 197, 85
191, 197, 85
190, 197, 85
188, 197, 85
187, 196, 85
186, 196, 84
184, 196, 84
183, 196, 84
181, 196, 84
180, 196, 84
178, 195, 84
177, 195, 84
175, 195, 84
174, 195, 83
172, 195, 83
171, 195, 83
169, 195, 83
168, 194, 83
166, 194, 83
164, 194, 83
163, 194, 82
161, 194, 82
160, 194, 82
158, 194, 82
156, 193, 82
155, 193, 82
153, 193, 82
151, 193, 81
150, 193, 81
148, 193, 81
146, 193, 81
144, 192, 81
142, 192, 81
140, 192, 81
138, 192, 80
137, 192, 80
135, 192, 80
132, 192, 80
130, 191, 80
128, 191, 80
126, 191, 80
124, 191, 79
121, 191, 79
119, 191, 79
117, 191, 79
114, 191, 79
111, 191, 78
109, 191, 78
106, 190, 78
103, 190, 78
100, 190, 78
97, 190, 77
93, 190, 77
90, 190, 77
86, 190, 77
82, 190, 77
77, 190, 76
77, 189, 80
77, 189, 84
77, 188, 88
78, 187, 92
78, 187, 95
78, 186, 98
79, 186, 100
79, 185, 103
79, 184, 105
79, 184, 107
80, 183, 109
80, 182, 111
80, 182, 113
80, 181, 114
81, 181, 116
81, 180, 117
81, 179, 119
81, 179, 120
82, 178, 121
82, 178, 122
82, 177, 123
82, 176, 124
82, 176, 125
82, 175, 126
83, 175, 127
83, 174, 128
83, 174, 129
83, 173, 129
83, 173, 130
83, 172, 131
84, 171, 132
84, 171, 132
84, 170, 133
84, 170, 133
